
28/31/2023	ab583e2e-2a46-441f-a74c-8d0f4b47e3a2 	 GET	 undefined	/ logged
28/31/2023	27eba95a-5a25-43f5-b289-a46ed01907e1 	 GET	 undefined	/css/style.css logged
28/31/2023	30378825-d3f1-43f6-8239-134447c57ee0 	 GET	 undefined	/main.js logged
28/31/2023	50e3ef00-bfc6-4499-bfa4-c1dca12fe979 	 GET	 undefined	/images/coinMe_prev_ui%20(2).png logged
28/31/2023	be6c0336-55d8-42ce-ba1a-ea3fd176301a 	 GET	 undefined	/images/top__image2.avif logged
28/31/2023	34b93809-55b5-4ecb-84e3-ec9487fec288 	 GET	 undefined	/images/course_1.png logged
28/31/2023	2900117b-8f24-49cc-a1d1-99ad2bbf94b5 	 GET	 undefined	/images/course_2.png logged
28/31/2023	ed952e8a-4c07-4cb8-aab7-01fe8a9c99f6 	 GET	 undefined	/images/course_3.webp logged
28/31/2023	68b873f4-92cc-4a6d-a596-d6fbbec5b387 	 GET	 undefined	/images/testinomials__user.jpg logged
28/31/2023	2e2691f1-f058-4ef7-ac77-076f69a400eb 	 GET	 undefined	/images/testinomials__user1.jpg logged
28/31/2023	468d17fc-be59-4898-a2f3-1fbe382c0217 	 GET	 undefined	/images/testinomials__user2.jpg logged
28/31/2023	6e616260-966f-4cf7-ada5-1ce00af95cbd 	 GET	 undefined	/public/images/login__user2.png logged
28/31/2023	f2bb9181-5b71-4a79-bb8e-b24a49dcf073 	 GET	 undefined	/public/images/person.png logged
28/31/2023	950dbe58-1a97-46b7-8f54-955a8e6ccdd8 	 GET	 undefined	/videos/plue.mp4 logged
28/31/2023	453e3953-cb0c-42d9-b070-5969166990bb 	 GET	 undefined	/videos/plue.mp4 logged
28/31/2023	21617955-ec0a-44a8-a736-6a1090b04428 	 GET	 undefined	/videos/plue.mp4 logged
28/31/2023	952c1b26-ed73-4531-a1fe-957ed4715e70 	 GET	 undefined	/public/images/login__user2.png logged
23/31/2024	ecebbf3b-82ba-46b2-ac12-ebb19e02dfa6 	 GET	 undefined	/ logged
23/31/2024	480c768f-e7d7-4fa9-ad70-9c66c61a3f3b 	 GET	 undefined	/images/course_3.webp logged
23/31/2024	209aba7f-5402-40ed-a865-03f1ee924a06 	 GET	 undefined	/public/images/person.png logged
23/31/2024	3c177a8e-ab09-456a-84bb-57c91f3f452c 	 GET	 undefined	/images/testinomials__user.jpg logged
23/31/2024	d885f459-4483-4bd8-a722-3f1a51d5a5b0 	 GET	 undefined	/public/images/login__user2.png logged
23/31/2024	781a4f8a-7547-46b3-a755-37f69b1fcecc 	 GET	 undefined	/images/course_2.png logged
23/31/2024	c03c98da-9693-4b4d-9c2e-709716897769 	 GET	 undefined	/images/coinMe_prev_ui%20(2).png logged
23/31/2024	4ec7c3ef-1b6d-4a1f-8366-d790018f127d 	 GET	 undefined	/images/course_1.png logged
23/31/2024	16db9dd1-65ac-4bf1-bacf-a7ba52d8f143 	 GET	 undefined	/images/testinomials__user2.jpg logged
23/31/2024	5e468164-9a7c-4f1f-9240-a90e2f023b1e 	 GET	 undefined	/css/style.css logged
23/31/2024	dd6dbe06-7e59-4c70-ab4a-eeeb90171ffe 	 GET	 undefined	/main.js logged
23/31/2024	18c1cba1-2dea-4393-959b-e59094bc2984 	 GET	 undefined	/images/testinomials__user1.jpg logged
23/31/2024	2ae13faa-836a-42c5-862f-1197765550f4 	 GET	 undefined	/videos/plue.mp4 logged
23/31/2024	3bb99dd3-a432-4c31-a752-f55d6f4bbbd2 	 GET	 undefined	/images/top__image2.avif logged
23/31/2024	51493d78-c937-407c-a100-931f8072ea31 	 GET	 undefined	/videos/plue.mp4 logged
23/31/2024	8e99284c-d239-44cf-8da4-a8f6c9e639ac 	 GET	 undefined	/videos/plue.mp4 logged
23/31/2024	4b00e1a1-74a7-405f-bdea-f38b990f3f0e 	 GET	 undefined	/videos/plue.mp4 logged
23/31/2024	35b00c1f-4ed9-461e-a938-4d7ec63079ec 	 GET	 undefined	/videos/plue.mp4 logged
23/31/2024	df41fa1e-20e1-4a1d-b8ff-4e6ceabd9de9 	 GET	 undefined	/videos/plue.mp4 logged
23/31/2024	02af2cd0-c927-4774-8b76-c98d549a50d0 	 GET	 undefined	/public/images/login__user2.png logged
23/31/2024	0460f646-91e3-4ad4-a2f5-9e21b7d1f512 	 GET	 undefined	/favicon.ico logged
23/31/2024	09a21da9-b13a-43b6-9e20-e44726804380 	 GET	 undefined	/switchmode/obj_detect logged
23/31/2024	01d5c5e9-e7c7-46c5-b863-f909364ed5c5 	 GET	 undefined	/favicon.ico logged
23/31/2024	4eb8f796-39b4-45a1-a075-778ea9b07a68 	 GET	 undefined	/switchmode/obj_detect logged
23/31/2024	4d449db2-e68b-445d-84d2-e86f4588e6af 	 GET	 undefined	/db/switchmode/obj_detect logged
23/31/2024	3132f008-ad16-4075-b59f-7c1f427bf677 	 GET	 undefined	/favicon.ico logged
23/31/2024	5086aff6-4189-4bbe-bd13-771829dc9f5b 	 GET	 undefined	/db/switchmode/text_recognize logged
23/31/2024	913e6187-6f43-4e36-b675-bb3d0d7f3028 	 GET	 undefined	/db/switchlang/en logged
23/31/2024	560d7f66-c84e-434a-b06f-49cde04509e3 	 GET	 undefined	/db/switchlang/ma logged
23/31/2024	9836461e-208b-4f22-95be-0ef703a11d19 	 GET	 undefined	/db/switchlang/hi logged
23/31/2024	927541c6-fa67-4dbd-8165-ae489af51220 	 GET	 undefined	/db/storeobject/person logged
